what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613847296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613848125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613862625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313613862671
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313613864109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313613866546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313613869187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313613902531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313613905968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313613909171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313613919046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613920515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613928125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613929406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613929421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313613929484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614230500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614233390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614238859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614240343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614240343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614240453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614259359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614264046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614267031
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313614269562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614272812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614274171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313614274218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614276375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614277390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313614277437
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313614279765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614281921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614281937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614282046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614295593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614295640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614297000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614297062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614298312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614298343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614301765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614302781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614302781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614302890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614325609
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614326515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614326515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614326640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614327750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614328031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614328046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614328109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614334015
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313614334062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614335609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313614341375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313614341437
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313614348062
