what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313574980718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313574998531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575003703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575003718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575003812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575143859
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313575145156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575153062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575153859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575154187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575154812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575155437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575164421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575168406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575171593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1313575171640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575172312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575172343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575172406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575197625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313575198578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575208375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575208390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575208437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313575255312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313575257656
