what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313134008734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313134009984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134014796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134017468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134022015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134024062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134026640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313134040328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313134041359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313134056312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313134057734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134062937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134064375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134073296
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134078000
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134078000
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134078921
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134078921
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134080000
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134080000
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313134080906
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134080906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134084375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134364703
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134364921
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134365000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313134373859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313134380640
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313134393593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134423687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134423968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313134456015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313134475218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313134484687
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313134579171
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134579578
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313134579750
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1313134588640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134590718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134591578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134592968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134593515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134595359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313134624609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134636078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134637953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134646031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134660953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134662140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134666031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134670156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134671265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134672406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134676703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134677718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134678296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134679953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134684234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134685265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313134686515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313134697828
