what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313559216656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559249265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559250093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559265500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559268312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559270468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559277984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1313559282343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559284421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559290093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559294859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559297218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559304203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559308765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559309812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559314593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559319125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559324609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559329312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559330562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559332593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559347765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559352453
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313559356468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559357593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559391531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559393671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559400437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559403546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559492437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313559624250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313559645953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559647468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559699453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559700437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559706625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559709109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559719046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313559723281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559772437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559779609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559781718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559802906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559805187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559807953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559827859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559829656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559840828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559873203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559875671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559879718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559882125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559889312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313559932765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559934984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313559939531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313560003171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313560014359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560016546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560036890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313560044406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313560058359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560060281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560065187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560066734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560075156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313560079937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560082640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560092843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313560104890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560157218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560165296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560175453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560187453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313560194453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560241109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560242500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560301171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560313609
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560363734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560435265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560439640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560443375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560467984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560468000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560468140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560622375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560654937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560780859
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313560780875
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313560781656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313560925437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313560940828
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313560947015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560951375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313560951687
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313560955046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313561014828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561016234
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1313561070765
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1313561084843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313561099421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313561110234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561135609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561221484
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313561234031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313561236265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561237765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561239390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561239390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561239453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561244609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561260000
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313561262015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561269875
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1313561294656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561295671
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1313561295687
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313561297000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561298718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561298734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561298796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561326765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561327421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561327421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561327750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561334875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561349312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561351671
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1313561357062
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1313561358234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561360484
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313561396312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561402375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561402609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313561408296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561412531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561413218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561415593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561423656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1313561434437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313561435437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561441953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561443671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561445468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561448531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561463515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561464875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561473562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561475140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561498609
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313561504000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561507000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561515718
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313561515875
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313561515921
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313561516484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561519281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561528906
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1313561528953
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313561529765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561629031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313561632234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561666906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561668062
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1313561668078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561678750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561683921
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1313561684046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313561696765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561698468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1313561701843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313561703218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313561717515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313561754765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313561773187
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313561817375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561819500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561819828
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1313561826031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313561828921
