what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612279078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313612285906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313612287156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313612287796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1313612293953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1313612295343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313612298484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612302062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612311171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313612320625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612323000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612333578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612335593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612335593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612335687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612519046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612531000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612531000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612531093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612663484
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313612664453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612668234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612668250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612668312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612686281
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1313612686578
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313612688078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612691375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612691421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612691515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612694390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612694437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313612695812
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313612702953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1313612727390
